review,rating,sentiment,language
The puri tasted pathetic.,2,bad,english
naan tumba chennagide.,4,good,kannada
service is great.,5,good,english
lunch kha ke maza aa gaya.,5,good,hindi
mushroom masala bahut ghatiya hai.,3,bad,hindi
sambar super.,5,good,telugu
paneer ekdum lajawab hai.,5,good,hindi
upma ghatiya hai.,1,bad,hindi
methi paratha jama khatam hai.,1,bad,punjabi
I had a op bhojanam.,5,good,english
Ivattu chicken mast agide.,4,good,kannada
roti bekar.,1,bad,kannada
the pulao tasted awful.,2,bad,english
The dosa tasted osm.,5,good,english
naan tumba super agide.,5,good,kannada
baingan bharta nodoke chennagilla.,2,bad,kannada
"Hated the breakfast, it was gross.",1,bad,english
aaj ka dal makhani bekaar tha.,1,bad,hindi
I had a outstanding curd.,5,good,english
butter chicken ekdum swadisht hai.,5,good,hindi
aaj ka uttapam mast tha.,5,good,hindi
puri ganda lagya.,2,bad,punjabi
paratha pura ghaint hai.,5,good,punjabi
idli nodoke bombat.,5,good,kannada
really lovely chicken.,5,good,english
aaj raita swaad ni si.,2,bad,punjabi
mushroom masala chala chala bagundi.,5,good,telugu
curd tumba waste.,2,bad,kannada
dosa swaad ni hai.,2,bad,punjabi
chutney nodoke kettadagide.,2,bad,kannada
Eeroju lunch waste.,1,bad,telugu
kadai chicken ws absolutely tasteless.,3,bad,english
idli full kettadagide.,1,bad,kannada
mixed veg nodoke tumba chennagide.,5,good,kannada
Ivattu food worst agide.,3,bad,kannada
chole keka.,5,good,telugu
oota swaad ni lagya.,3,bad,punjabi
chicken asalu daridram.,2,bad,telugu
aaj ka raita mast tha.,5,good,hindi
eeroju khichdi kirrak.,5,good,telugu
Eeroju sabzi chandalanga undi.,1,bad,telugu
aaj ka palak paneer gazab tha.,4,good,hindi
upma kha ke mood kharab.,2,bad,hindi
methi paratha bekar lagya.,3,bad,punjabi
mixed veg full chennagilla.,1,bad,kannada
pickle mast agide.,5,good,kannada
roti tumba chennagide.,4,good,kannada
chapati kha ke att feel hoya.,5,good,punjabi
sambar chala ruchi ga undi.,5,good,telugu
khana chala chala baledu.,1,bad,telugu
Ivattu meal sari illa.,1,bad,kannada
aaj ka methi paratha lajawab tha.,4,good,hindi
kadai chicken tinte baledu anipinchindi.,3,bad,telugu
mushroom masala chala ruchi ga undi.,5,good,telugu
I had a tasteless dal.,2,bad,english
The experience tasted awful.,1,bad,english
I had a perfect service.,4,good,english
the vibe tasted disgusting.,1,bad,english
khichdi pura ghaint hai.,5,good,punjabi
puri is horrible.,3,bad,english
palak paneer tinte keka anipinchindi.,5,good,telugu
curry ekdum awesome hai.,5,good,hindi
khichdi chala kirrak.,4,good,telugu
uttapam bombat.,4,good,kannada
aaj ka dinner bakwas tha.,2,bad,hindi
"Hated the vibe, it was unpleasant.",1,bad,english
aaj ka uttapam badhiya tha.,5,good,hindi
eeroju biryani daridram.,1,bad,telugu
biryani bahut mast hai.,5,good,hindi
methi paratha kettadagide.,1,bad,kannada
The pickle tasted bad.,1,bad,english
khana was absolutely perfect.,5,good,english
food mast agide.,5,good,kannada
mixed veg jhakaas hai.,5,good,hindi
uttapam tinte chala baledu anipinchindi.,2,bad,telugu
chapati bahut lajawab hai.,5,good,hindi
chole bekar.,1,bad,kannada
poha tumba worst agide.,1,bad,kannada
da curry ws bland.,3,bad,english
meal ekdum swadisht hai.,5,good,hindi
aloo gobi swaad lagya.,5,good,punjabi
khana matram chala bagundi.,5,good,telugu
"hated da sabzi, it ws tasteless.",1,bad,english
idli vadiya lagya.,5,good,punjabi
chole bahut ek number hai.,4,good,hindi
vada lajawab hai.,4,good,hindi
eeroju dal adhurs.,5,good,telugu
methi paratha waste hai.,1,bad,hindi
Ivattu pickle sakath.,4,good,kannada
The raita tasted excellent.,5,good,english
kadai chicken kha ke fuddu feel hoya.,2,bad,punjabi
fish curry chala chala baledu.,3,bad,telugu
baingan bharta adhurs.,4,good,telugu
poha fuddu lagya.,2,bad,punjabi
raita matram bagundi.,5,good,telugu
puri was absolutely gross.,2,bad,english
i had a terrible soup.,1,bad,english
bhatura ekdum ek number hai.,4,good,hindi
aaj pulao fuddu si.,2,bad,punjabi
upma chala chala baledu.,2,bad,telugu
Eeroju paneer baga chesaru.,4,good,telugu
mushroom masala tinte excellent ga undi anipinchindi.,4,good,telugu
palak paneer ekdum khatam hai.,2,bad,hindi
sambar tumba keka.,4,good,kannada
poha mast agide.,4,good,kannada
aaj dal swaad ni si.,1,bad,punjabi
Really great uttapam.,5,good,english
aaj poha ghaint si.,5,good,punjabi
bhojanam badhiya hai.,4,good,hindi
egg curry jama khatam hai.,2,bad,punjabi
Such a gross dosa.,2,bad,english
idli swaad ni lagya.,3,bad,punjabi
lunch bekar lagya.,3,bad,punjabi
such a poor mixed veg.,1,bad,english
i had a delicious sambar.,5,good,english
da chutney tasted excellent.,4,good,english
sabzi badiya hai.,4,good,hindi
aloo gobi vadiya hai.,5,good,punjabi
poha ekdum gazab hai.,5,good,hindi
eeroju dessert asalu baledu.,1,bad,telugu
aaj rice sira si.,5,good,punjabi
dessert kha ke mood kharab.,3,bad,hindi
raita mast agide.,4,good,kannada
aaj ka egg curry kharaab tha.,2,bad,hindi
pickle maada lagya.,2,bad,punjabi
aaj ka chutney chii tha.,1,bad,hindi
fish curry chala ruchi ledu.,1,bad,telugu
paratha jama bekar hai.,3,bad,punjabi
dessert ekdum not good hai.,1,bad,hindi
dal asalu asalu baledu.,1,bad,telugu
aaj ka idli bekaar tha.,2,bad,hindi
Eeroju baingan bharta bagundi.,5,good,telugu
baingan bharta kha ke khatam feel hoya.,2,bad,punjabi
meal ekdum badiya hai.,5,good,hindi
rajma chandalanga undi.,3,bad,telugu
paratha awesome hai.,4,good,hindi
such a disgusting place.,1,bad,english
salad bahut badhiya hai.,5,good,hindi
lunch chala chetta.,3,bad,telugu
The poha tasted osm.,4,good,english
methi paratha khatam hai.,3,bad,punjabi
puri full ruchi agide.,5,good,kannada
pickle full super agide.,4,good,kannada
paneer chala chala bagundi.,5,good,telugu
fish curry asalu chala baledu.,1,bad,telugu
mixed veg tumba waste.,1,bad,kannada
mushroom masala asalu chetta.,1,bad,telugu
khichdi thu.,1,bad,kannada
i had a great sabzi.,5,good,english
dinner kha ke mood kharab.,1,bad,hindi
i had a amazing dal makhani.,4,good,english
oota pura bahut vadiya hai.,5,good,punjabi
chapati waste hai.,2,bad,hindi
paneer tumba waste.,1,bad,kannada
aloo gobi matram ruchi ga undi.,4,good,telugu
roti bagundi.,5,good,telugu
Such a superb puri.,5,good,english
aaj dessert changa si.,4,good,punjabi
aloo gobi sakath.,5,good,kannada
chutney chala ruchi ga undi.,5,good,telugu
eeroju aloo gobi ruchi ga undi.,5,good,telugu
I had a gud bhatura.,5,good,english
aaj khichdi vadiya si.,4,good,punjabi
Such a bad methi paratha.,2,bad,english
aaj sambar att si.,4,good,punjabi
biryani tumba sari illa.,3,bad,kannada
Such a good mess.,4,good,english
Ivattu soup mast agide.,5,good,kannada
upma bahut jhakaas hai.,4,good,hindi
idli chala baledu.,2,bad,telugu
chicken badhiya hai.,4,good,hindi
puri full worst agide.,1,bad,kannada
aaj ka palak paneer awesome tha.,5,good,hindi
I had a disgusting soup.,2,bad,english
lunch ganda hai.,1,bad,punjabi
mixed veg chala super.,5,good,telugu
vada full bombat.,4,good,kannada
sabzi ruchi ga undi.,5,good,telugu
aaj rajma sira si.,5,good,punjabi
Ivattu rice sakath.,5,good,kannada
eeroju sambar chala baledu.,2,bad,telugu
raita chala adhurs.,4,good,telugu
methi paratha lajawab hai.,4,good,hindi
lunch ekdum lajawab hai.,4,good,hindi
uttapam bahut chii hai.,1,bad,hindi
aaj ka egg curry chii tha.,1,bad,hindi
chole tumba sakath.,5,good,kannada
"Hated da food, it ws pathetic.",2,bad,english
biryani matram keka.,5,good,telugu
chicken kha ke maada feel hoya.,1,bad,punjabi
The puri tasted amazing.,5,good,english
aaj ka roti mood kharab tha.,1,bad,hindi
experience ws absolutely poor.,1,bad,english
sabzi tinte chandalanga undi anipinchindi.,1,bad,telugu
uttapam maada lagya.,1,bad,punjabi
the bhatura was tasty.,5,good,english
Ivattu naan sakath.,5,good,kannada
fish curry nodoke bekar.,2,bad,kannada
meal mast agide.,5,good,kannada
roti kha ke mood kharab.,2,bad,hindi
rajma tumba super agide.,5,good,kannada
butter chicken ekdum sahi hai hai.,5,good,hindi
aloo gobi mast agide.,5,good,kannada
Really tasty naan.,5,good,english
"Loved the place, it was brilliant.",5,good,english
The food was dreadful.,1,bad,english
eeroju dal baga chesaru.,4,good,telugu
dal kha ke mood kharab.,1,bad,hindi
The methi paratha was brilliant.,5,good,english
the aloo gobi tasted bad.,1,bad,english
aaj vada fuddu si.,1,bad,punjabi
"Hated da upma, it ws worst.",1,bad,english
egg curry bahut awesome hai.,5,good,hindi
aaj lunch fuddu si.,2,bad,punjabi
lunch chala asalu baledu.,2,bad,telugu
Eeroju methi paratha baledu.,1,bad,telugu
salad tumba waste.,2,bad,kannada
the food tasted tasteless.,1,bad,english
food bahut vadiya hai.,5,good,punjabi
Ivattu chicken chennagide.,4,good,kannada
chicken chala baledu.,1,bad,telugu
The staff was fantastic.,5,good,english
kadai chicken jama bekar hai.,1,bad,punjabi
curry tumba bekar.,1,bad,kannada
aaj salad mazza aa gaya si.,5,good,punjabi
Such a op mess.,4,good,english
Eeroju bhatura ruchi ga undi.,5,good,telugu
kadai chicken was absolutely disgusting.,3,bad,english
mushroom masala sira lagya.,4,good,punjabi
such a amazing sambar.,5,good,english
biryani tinte chala bagundi anipinchindi.,5,good,telugu
oota full bekar.,1,bad,kannada
palak paneer pura ghaint hai.,4,good,punjabi
aaj butter chicken mazza aa gaya si.,5,good,punjabi
dinner jama bekar hai.,1,bad,punjabi
really delicious methi paratha.,5,good,english
egg curry kha ke mood kharab.,2,bad,hindi
"Loved the palak paneer, it was superb.",5,good,english
dal kha ke bahut vadiya feel hoya.,5,good,punjabi
upma ek number hai.,5,good,hindi
lunch full super agide.,5,good,kannada
the aloo gobi was tasteless.,1,bad,english
biryani kharaab hai.,1,bad,hindi
oota chala baledu.,1,bad,telugu
i had a perfect bhojanam.,5,good,english
mixed veg bakwaas hai.,1,bad,punjabi
baingan bharta asalu worst ga undi.,2,bad,telugu
chicken full ruchi agide.,4,good,kannada
methi paratha full tumba chennagide.,5,good,kannada
ivattu breakfast thu.,1,bad,kannada
place was absolutely brilliant.,5,good,english
butter chicken ekdum waste hai.,1,bad,hindi
aaj ka dal ek number tha.,5,good,hindi
chicken asalu chandalanga undi.,1,bad,telugu
fish curry mazza aa gaya lagya.,5,good,punjabi
puri ekdum bekaar hai.,2,bad,hindi
"Hated the pulao, it was bland.",1,bad,english
methi paratha kha ke mazza aa gaya feel hoya.,5,good,punjabi
sambar was absolutely osm.,5,good,english
Eeroju bhatura chala bagundi.,5,good,telugu
roti ekdum ek number hai.,4,good,hindi
bhojanam bahut swadisht hai.,5,good,hindi
khana tumba waste.,2,bad,kannada
naan tumba sari illa.,1,bad,kannada
bhatura matram baga chesaru.,5,good,telugu
methi paratha chala worst ga undi.,1,bad,telugu
dosa bakwas hai.,2,bad,hindi
pulao jama khatam hai.,1,bad,punjabi
aaj chutney mazza aa gaya si.,5,good,punjabi
Really excellent chapati.,4,good,english
aaj egg curry changa si.,5,good,punjabi
upma chala chala baledu.,2,bad,telugu
pickle ekdum mood kharab hai.,1,bad,hindi
such a perfect dosa.,5,good,english
ivattu uttapam bombat.,5,good,kannada
chutney sira hai.,4,good,punjabi
chicken tumba ruchi agide.,5,good,kannada
chapati asalu chetta.,2,bad,telugu
Such a poor butter chicken.,1,bad,english
lunch super agide.,5,good,kannada
rajma iz excellent.,5,good,english
upma nodoke keka.,5,good,kannada
Ivattu paneer ruchi illa.,1,bad,kannada
dosa kha ke mood kharab.,1,bad,hindi
khana nodoke waste.,3,bad,kannada
aaj paratha att si.,5,good,punjabi
I had a gross raita.,3,bad,english
egg curry keka.,5,good,kannada
pulao chala waste.,3,bad,telugu
ivattu paneer mast agide.,4,good,kannada
The dosa tasted amazing.,5,good,english
lunch ghaint hai.,4,good,punjabi
curry bekaar hai.,1,bad,punjabi
staff is good.,4,good,english
lunch thu.,1,bad,kannada
soup bombat.,5,good,kannada
Really op vibe.,5,good,english
i had a pathetic pulao.,1,bad,english
The biryani was bad.,1,bad,english
Ivattu breakfast sakath.,5,good,kannada
rice chennagide.,5,good,kannada
I had a unpleasant mixed veg.,2,bad,english
naan chala kirrak.,5,good,telugu
dosa kha ke swaad feel hoya.,5,good,punjabi
salad mazza aa gaya hai.,5,good,punjabi
palak paneer kha ke bekaar feel hoya.,2,bad,punjabi
really nasty oota.,1,bad,english
The idli tasted nice.,5,good,english
sambar jama bekar hai.,2,bad,punjabi
curd kha ke fuddu feel hoya.,1,bad,punjabi
such a outstanding puri.,5,good,english
salad kha ke maza aa gaya.,5,good,hindi
rajma mazza aa gaya lagya.,5,good,punjabi
the quality tasted fantastic.,5,good,english
food tumba sakath.,5,good,kannada
bhatura was absolutely amazing.,4,good,english
meal ekdum bekaar hai.,1,bad,hindi
chapati matram chala bagundi.,5,good,telugu
roti full thu.,3,bad,kannada
chutney was absolutely lovely.,4,good,english
meal ek number hai.,5,good,hindi
The meal was dreadful.,1,bad,english
"hated the sambar, it was tasteless.",1,bad,english
Such a horrible vibe.,3,bad,english
butter chicken tumba worst agide.,1,bad,kannada
sabzi ekdum chii hai.,3,bad,hindi
such a disgusting puri.,1,bad,english
pickle jama ganda hai.,1,bad,punjabi
pulao sira lagya.,5,good,punjabi
aloo gobi kha ke maza aa gaya.,5,good,hindi
breakfast tinte excellent ga undi anipinchindi.,4,good,telugu
chapati bahut swadisht hai.,5,good,hindi
meal bekar hai.,1,bad,punjabi
dal makhani full sakath.,4,good,kannada
meal matram baga chesaru.,5,good,telugu
paneer mast agide.,5,good,kannada
upma kha ke bahut vadiya feel hoya.,5,good,punjabi
lunch baga chesaru.,5,good,telugu
such a great service.,5,good,english
paneer full chennagide.,4,good,kannada
poha jama khatam hai.,1,bad,punjabi
chutney asalu worst ga undi.,1,bad,telugu
Such a nasty salad.,2,bad,english
aaj chapati swaad si.,5,good,punjabi
Really amazing chutney.,5,good,english
curry bagundi.,5,good,telugu
vada kha ke bekar feel hoya.,1,bad,punjabi
aaj chicken vadiya si.,5,good,punjabi
khichdi chala bagundi.,5,good,telugu
dal chala chetta.,1,bad,telugu
dal badiya hai.,4,good,hindi
"hated the curd, it was disgusting.",1,bad,english
idli tumba chennagide.,5,good,kannada
sabzi full chennagide.,4,good,kannada
khichdi asalu baledu.,1,bad,telugu
vada swaad ni hai.,1,bad,punjabi
butter chicken kha ke maza aa gaya.,5,good,hindi
the methi paratha tasted poor.,1,bad,english
uttapam vadiya hai.,4,good,punjabi
aaj ka salad zabardast tha.,5,good,hindi
Such a good roti.,5,good,english
aaj ka rajma sahi hai tha.,4,good,hindi
rajma awesome hai.,5,good,hindi
butter chicken super.,4,good,telugu
The butter chicken was horrible.,2,bad,english
really dreadful idli.,1,bad,english
butter chicken pura swaad hai.,5,good,punjabi
The fish curry was fantastic.,5,good,english
roti tinte adhurs anipinchindi.,4,good,telugu
egg curry tumba super agide.,5,good,kannada
kadai chicken kha ke bekar feel hoya.,1,bad,punjabi
fish curry maada hai.,1,bad,punjabi
rajma excellent ga undi.,4,good,telugu
I had a gross soup.,1,bad,english
lunch chennagide.,5,good,kannada
methi paratha not good hai.,1,bad,hindi
rice tinte worst ga undi anipinchindi.,1,bad,telugu
dosa bahut bakwas hai.,2,bad,hindi
paneer ekdum gazab hai.,5,good,hindi
methi paratha nodoke kettadagide.,2,bad,kannada
methi paratha bahut zabardast hai.,4,good,hindi
idli kharaab hai.,1,bad,hindi
raita tumba super agide.,5,good,kannada
aaj dal makhani fuddu si.,1,bad,punjabi
egg curry full ruchi agide.,4,good,kannada
paratha chala chetta.,2,bad,telugu
aloo gobi bahut khatam hai.,1,bad,hindi
bhatura was absolutely lovely.,5,good,english
meal ruchi illa.,2,bad,kannada
dal makhani keka.,5,good,kannada
khana ganda hai.,3,bad,punjabi
eeroju kadai chicken adhurs.,4,good,telugu
sabzi mast agide.,4,good,kannada
fish curry fuddu hai.,1,bad,punjabi
"loved the baingan bharta, it was great.",5,good,english
curd chala kirrak.,5,good,telugu
dessert chala daridram.,1,bad,telugu
paratha kha ke maza aa gaya.,5,good,hindi
upma matram kirrak.,5,good,telugu
khana bahut vadiya lagya.,4,good,punjabi
oota ekdum khatam hai.,1,bad,hindi
Such a brilliant bhojanam.,5,good,english
aaj ka kadai chicken chii tha.,2,bad,hindi
biryani tumba chennagilla.,1,bad,kannada
dal makhani ekdum badhiya hai.,5,good,hindi
aaj egg curry bahut vadiya si.,4,good,punjabi
aaj ka dosa ek number tha.,4,good,hindi
curry tumba sakath.,5,good,kannada
roti ekdum not good hai.,2,bad,hindi
"Hated the bhojanam, it was dreadful.",2,bad,english
really brilliant quality.,5,good,english
raita tumba ruchi illa.,2,bad,kannada
breakfast full kettadagide.,1,bad,kannada
The naan tasted dreadful.,1,bad,english
chole sira hai.,5,good,punjabi
bhatura bahut bakwas hai.,3,bad,hindi
dal chala bagundi.,5,good,telugu
naan mood kharab hai.,2,bad,hindi
Eeroju sabzi keka.,5,good,telugu
bhojanam baga chesaru.,5,good,telugu
the sambar tasted pathetic.,2,bad,english
upma pura swaad hai.,5,good,punjabi
aaj ka sambar waste tha.,1,bad,hindi
chicken tinte baga chesaru anipinchindi.,5,good,telugu
khana tinte ruchi ledu anipinchindi.,1,bad,telugu
ivattu aloo gobi tumba chennagide.,5,good,kannada
pickle chala ruchi ga undi.,5,good,telugu
eeroju aloo gobi worst ga undi.,1,bad,telugu
aaj ka bhojanam swadisht tha.,4,good,hindi
food baga chesaru.,4,good,telugu
ivattu bhatura keka.,4,good,kannada
naan bahut chii hai.,3,bad,hindi
idli bahut mood kharab hai.,1,bad,hindi
soup swaad ni hai.,2,bad,punjabi
raita ek number hai.,5,good,hindi
bhatura keka.,5,good,kannada
puri pura bahut vadiya hai.,5,good,punjabi
idli tumba mast agide.,4,good,kannada
egg curry bekar hai.,1,bad,punjabi
aaj bhojanam ghaint si.,5,good,punjabi
mushroom masala bahut mast hai.,5,good,hindi
egg curry vadiya lagya.,5,good,punjabi
biryani ghaint hai.,5,good,punjabi
mushroom masala tinte chandalanga undi anipinchindi.,1,bad,telugu
Ivattu palak paneer waste.,1,bad,kannada
baingan bharta jama fuddu hai.,2,bad,punjabi
dosa ekdum zabardast hai.,4,good,hindi
aloo gobi ekdum mast hai.,5,good,hindi
curd kha ke mood kharab.,2,bad,hindi
aaj pulao sira si.,4,good,punjabi
uttapam nodoke tumba chennagide.,4,good,kannada
Ivattu dal makhani sari illa.,2,bad,kannada
da dinner tasted unpleasant.,3,bad,english
chutney chii hai.,1,bad,hindi
the staff tasted awful.,1,bad,english
baingan bharta full worst agide.,1,bad,kannada
upma chennagilla.,1,bad,kannada
khana tinte super anipinchindi.,4,good,telugu
aaj naan sira si.,5,good,punjabi
pickle kha ke mood kharab.,1,bad,hindi
chapati bekaar hai.,1,bad,hindi
chicken kha ke bahut vadiya feel hoya.,4,good,punjabi
Ivattu breakfast keka.,5,good,kannada
baingan bharta tumba bombat.,4,good,kannada
breakfast ekdum lajawab hai.,4,good,hindi
chole kha ke maza aa gaya.,5,good,hindi
da curry tasted lovely.,5,good,english
methi paratha kha ke maza aa gaya.,4,good,hindi
naan waste.,1,bad,kannada
khana swaad hai.,5,good,punjabi
really amazing dosa.,5,good,english
raita chala ruchi ledu.,3,bad,telugu
aloo gobi full kettadagide.,2,bad,kannada
raita tinte waste anipinchindi.,3,bad,telugu
puri asalu baledu.,1,bad,telugu
aaj ka poha khatam tha.,1,bad,hindi
aaj ka dessert zabardast tha.,4,good,hindi
aaj chicken maada si.,3,bad,punjabi
bhojanam full bekar.,1,bad,kannada
khana bahut bekaar hai.,1,bad,hindi
soup full super agide.,5,good,kannada
