review,rating,sentiment,language
yaar momos to ekdum lajawab,5,good,hindi
bhai pizza full mast,5,good,hindi
bhai seriously kesari taste zero,3,bad,punjabi
samosa khake full mast feel aaya,5,good,hindi
bajji ghatiya si hai yaar,2,bad,punjabi
tadka dal waste piece guru,1,bad,kannada
gulab jamun khake daab aa gayi feel hoya,4,good,punjabi
tried dhokla regret straight garbage,2,bad,english
bh bajji bahut tasty,4,good,hindi
full pakoda maja bandide bro,5,good,kannada
kesari mat khao bohot kharab hai,1,bad,hindi
mess ka dal fry ulti aa gayi,1,bad,hindi
pulao waste piece guru,1,bad,kannada
yaar burger ekdum ekdum perfect si,5,good,punjabi
lassi tinda mele kemp agide,1,bad,kannada
medu vada taste illa bro guru,1,bad,kannada
mess da ch ghatiya si,1,bad,punjabi
yo vada pav was straight up fire,5,good,english
ninna burger tinte mast undi anipinchindi,5,good,telugu
bhai kachori full mast,4,good,hindi
pizza tinda mele kemp agide,1,bad,kannada
yaar kesari to ekdum perfect tha,5,good,hindi
mess momos eat cheyaleka,1,bad,telugu
bajji na khao h yaar,2,bad,punjabi
bro bajji was zero stars,2,bad,english
halwa tini tarvata baledu bro,1,bad,telugu
scrambled egg hits different top tier,5,good,english
seriously bruh pulao disgusting aithu,2,bad,kannada
mess kachori khali waste,2,bad,telugu
sheera hits different slaps,5,good,english
mess gobi paratha is no cap good,5,good,english
mess moong dal lowkey mid,1,bad,english
tadka dal tini tarvata eat cheyaleka,1,bad,telugu
mess mein gulab jamun full mast tha,5,good,hindi
noodles tini tarvata feel mast undi,5,good,telugu
ninna momos tinte perfect ga undi anipinchindi,5,good,telugu
scrambled egg khake ekdum zabardast feel aaya,5,good,hindi
uppit tinda mele super aithu feel aaithu,5,good,kannada
pav bhaji is straight zero stars,2,bad,english
tried bonda and it was absolutely fire,4,good,english
noodles try chesthe superb ga undi,5,good,telugu
pakoda try madi perfect,4,good,kannada
burger tini tarvata disgusting,1,bad,telugu
yaar kachori ekdum ekdum perfect si,4,good,punjabi
gobi paratha khake bohot kharab feel,1,bad,hindi
bhajji try karo lajawab hai,5,good,hindi
lassi khake ulti aa gayi feel,1,bad,hindi
seriously bro scrambled egg dizgusting aithu,1,bad,kannada
bro chai was mid,2,bad,english
yaar toast ekdum lajawab si si,5,good,punjabi
bro dal fry mast undi,5,good,telugu
bro toast perfect aithu,5,good,kannada
chai khake full mast feel hoya,4,good,punjabi
seriously bro manchurian ella illa,1,bad,kannada
pulao khake ghatiya si feel,1,bad,punjabi
bro dal fry was not it,1,bad,english
mess lo noodles full enjoy undi,4,good,telugu
kesari hits different no cap good,5,good,english
puttu skip maadi ella illa,1,bad,kannada
toor dal mat khao bilkul ghatiya hai,3,bad,hindi
bhai seriously fried rice ghatiya si,1,bad,punjabi
pizza try chesda tasty ga undi,5,good,telugu
mess gulab jamun full ella illa,1,bad,kannada
bajji khake taste zero feel,1,bad,punjabi
full sheera maja bandide bro,5,good,kannada
mess bonda lowkey straight garbage,1,bad,english
coffee khake faltu feel,2,bad,punjabi
burger mood kharab ho gayi h yaar,1,bad,punjabi
tried burger and it was fire,4,good,english
sheera khake zahar feel,1,bad,punjabi
bhai seriously chai regret ho reha,1,bad,punjabi
uppit tini tarvata khali waste,1,bad,telugu
tried rasgulla and it was no cap good,4,good,english
mess mein chana dal bahut tasty tha,5,good,hindi
pulao tini tarvata eat cheyaleka,1,bad,telugu
bhai seriously kesari zahar,1,bad,punjabi
bhai sandwich zabardast si hai,5,good,punjabi
seriously medu vada taste leka,1,bad,telugu
maggi tinda mele tasty bandu feel aaithu,5,good,kannada
yaar aloo paratha ekdum daab aa gayi si,5,good,punjabi
tried bajji regret not it,2,bad,english
dal fry is straight trash,1,bad,english
nah momos is trash,2,bad,english
chana dal khake faltu feel,2,bad,punjabi
seriously bro lassi mood spoil,1,bad,kannada
mess alli bajji super aithu,4,good,kannada
seriously samosa pani pattadu,2,bad,telugu
mess lo vada pav manchi undi,4,good,telugu
yaar bajji ekdum solid taste si,5,good,punjabi
rasgulla mat khao khana hi nahi hai,2,bad,hindi
aloo paratha waste piece guru,2,bad,kannada
appam tini tarvata disgusting,1,bad,telugu
dal fry zahar hai yaar,1,bad,punjabi
seriously bro uppit ella illa,1,bad,kannada
bro the halwa was fire,4,good,english
vada pav tini tarvata feel full enjoy,5,good,telugu
bhai seriously omelette na khao,2,bad,punjabi
cutlet skip karo regret ho reha hai,2,bad,punjabi
mess bajji is legendary,4,good,english
samosa khake bewakoof banaya feel,2,bad,hindi
tried pulao regret straight garbage,1,bad,english
coffee tinda mele nalla aithu feel aaithu,4,good,kannada
seriously jalebi mood off,1,bad,telugu
bro the fried rice was lit,5,good,english
mess da dal fry taste zero,2,bad,punjabi
mess ka lassi bohot kharab,2,bad,hindi
pasta try karo kamaal,4,good,punjabi
masoor dal khake kamaal ka feel aaya,5,good,hindi
medu vada tini tarvata khali waste,2,bad,telugu
bhai chai ekdum zabardast,5,good,hindi
bonda try chesthe tasty ga undi,5,good,telugu
bro bhel puri mast undi,5,good,telugu
bhai sach mein fried rice ulti aa gayi,2,bad,hindi
seriously bro rasgulla taste illa bro,1,bad,kannada
tried bonda regret not it,1,bad,english
coffee khake bahut tasty feel aaya,5,good,hindi
noodles try karo full mast,4,good,punjabi
bhai toast perfect tha,5,good,hindi
bajji try karo kamaal ka hai,4,good,hindi
uppit tini tarvata feel baga tasty,4,good,telugu
nah masoor dal is disgusting af,1,bad,english
mess alli pav bhaji maja bandide,5,good,kannada
rasgulla khake ekdum zabardast feel aaya,5,good,hindi
seriously kachori disgusting,1,bad,telugu
yo kachori was straight up legendary,4,good,english
mess toast lowkey trash,2,bad,english
seriously coffee pani pattadu,2,bad,telugu
pulao tinda mele kemp agide,2,bad,kannada
pasta tini tarvata eat cheyaleka,2,bad,telugu
jalebi try cheyakandi eat cheyaleka,3,bad,telugu
mess boiled egg is legendary,5,good,english
sandwich try cheyakandi baledu bro,2,bad,telugu
tried samosa regret not it,3,bad,english
full kachori tasty bandu bro,4,good,kannada
mess ch samosa full mast si,4,good,punjabi
yo pasta was straight up fire,5,good,english
bruh sandwich was ruined my day,1,bad,english
moong dal try chesthe superb ga undi,5,good,telugu
mess ch appam ekdum perfect si,5,good,punjabi
maggi hits different absolutely fire,5,good,english
tadka dal taste zero hai yaar,1,bad,punjabi
yaar noodles to ekdum bahut tasty,5,good,hindi
bro uppit super aithu aithu,5,good,kannada
omelette skip karo regret ho reha hai,1,bad,punjabi
bhai gulab jamun ekdum perfect hai,5,good,punjabi
mess kesari disgusting,3,bad,telugu
pakoda khake na khao feel,1,bad,punjabi
maggi disgusting aithu guru,3,bad,kannada
rasgulla khake bohot kharab feel,1,bad,hindi
samosa hits different crazy good,4,good,english
bro bajji tasty bandu aithu,4,good,kannada
bhai sach mein kesari bohot kharab,3,bad,hindi
yaar toast to ekdum kamaal ka,4,good,hindi
medu vada try madi full sakkath,4,good,kannada
bh seriously ch ghatiya si,3,bad,punjabi
mess ch halwa ekdum perfect si,5,good,punjabi
mess lassi lowkey trash,2,bad,english
bhai seriously uppit mood kharab ho gayi,1,bad,punjabi
bajji skip maadi disgusting aithu,1,bad,kannada
seriously uppit taste leka,1,bad,telugu
maggi is straight not it,2,bad,english
samosa khake ghatiya si feel,2,bad,punjabi
seriously bro bhajji mood spoil,2,bad,kannada
ninna manchurian tinte perfect ga undi anipinchindi,5,good,telugu
uppit tini tarvata feel manchi,5,good,telugu
mess coffee is slaps,5,good,english
mess alli kesari yummy,5,good,kannada
chai try karo bahut tasty hai,4,good,hindi
chai tinda mele ella illa,2,bad,kannada
bhai seriously pav bhaji regret ho reha,2,bad,punjabi
full uppit maja bandide bro,4,good,kannada
noodles tini tarvata eat cheyaleka,2,bad,telugu
bruh da aloo paratha was legendary,5,good,english
mess da coffee na khao,1,bad,punjabi
chai try karo perfect tha hai,5,good,hindi
burger tinda mele nalla aithu feel aaithu,5,good,kannada
jalebi try karo daab aa gayi,4,good,punjabi
pav bhaji try chesthe perfect ga undi,5,good,telugu
noodles skip karo na khao hai,2,bad,punjabi
dhokla skip maadi bekagilla,1,bad,kannada
mess ka aloo paratha bilkul ghatiya,1,bad,hindi
masoor dal try chesthe superb ga undi,5,good,telugu
aloo paratha is straight not it,1,bad,english
sandwich disgusting undi bruh,2,bad,telugu
mess da bonda zahar,1,bad,punjabi
bhai lassi ekdum perfect hai,5,good,punjabi
mess da kachori ghatiya si,1,bad,punjabi
nah tadka dal is mid,3,bad,english
pizza khake regret feel,1,bad,hindi
bhai pasta lajawab,5,good,hindi
mess gobi paratha lowkey not it,1,bad,english
tried bhajji regret trash,1,bad,english
mess mein noodles perfect tha tha,5,good,hindi
poori try karo bahut tasty hai,5,good,hindi
tried toast regret mid,1,bad,english
mess ka sheera bilkul ghatiya,2,bad,hindi
bonda ghatiya si hai yaar,1,bad,punjabi
dal fry tini tarvata mood off,1,bad,telugu
bro burger baga tasty,5,good,telugu
mess lo puttu perfect ga undi undi,5,good,telugu
mess ka momos ulti aa gayi,1,bad,hindi
aloo paratha zahar hai yaar,1,bad,punjabi
bro the bajji was top tier,5,good,english
yaar dhokla to ekdum maja aa gaya full,5,good,hindi
masoor dal tinda mele super aithu feel aaithu,4,good,kannada
bro kachori was ruined my day,1,bad,english
mess puttu taste leka,3,bad,telugu
momos try madi yummy,5,good,kannada
vada pav mood kharab ho gayi hai yaar,1,bad,punjabi
seriously bro momos ella illa,2,bad,kannada
vada pav regret hai bhai,2,bad,hindi
ninna uppit tinte full enjoy anipinchindi,4,good,telugu
dhokla mat khao regret hai,3,bad,hindi
dal fry try karo bahut tasty hai,5,good,hindi
mess lassi lowkey disgusting af,1,bad,english
burger try madi yummy,5,good,kannada
mess ch dhokla ekdum perfect si,5,good,punjabi
tried noodles regret trash,1,bad,english
sandwich try madi perfect,4,good,kannada
nah kachori is mid,2,bad,english
chai regret ho reha hai yaar,1,bad,punjabi
mess uppit is slaps,5,good,english
bonda khake regret feel,1,bad,hindi
yaar samosa to ekdum perfect tha,4,good,hindi
burger mood off undi bro,2,bad,telugu
bonda khake ulti aa gayi feel,1,bad,hindi
noodles mat khao khana hi nahi hai,2,bad,hindi
medu vada is straight L food,1,bad,english
full scrambled egg super aithu bro,5,good,kannada
seriously bro kesari kemp agide,1,bad,kannada
momos na khao hai yaar,2,bad,punjabi
lassi eat cheyaleka undi bro,1,bad,telugu
jalebi skip karo ghatiya si hai,2,bad,punjabi
mess kachori is top tier,5,good,english
toor dal tinda mele yummy feel aaithu,5,good,kannada
bhai pizza daab aa gayi hai,5,good,punjabi
mess ka soup ulti aa gayi,1,bad,hindi
tried scrambled egg regret ruined my day,1,bad,english
pav bhaji hits different legendary,5,good,english
mess pizza lowkey zero stars,2,bad,english
full pav bhaji maja bandide bro,4,good,kannada
yaar masoor dal to ekdum lajawab,5,good,hindi
vada pav try chesthe baga tasty,5,good,telugu
aloo paratha try chesthe tasty ga undi,5,good,telugu
bhai sach mein bhel puri regret,2,bad,hindi
vada pav mood off undi bro,1,bad,telugu
burger khake zabardast si feel hoya,4,good,punjabi
tried tadka dal regret l food,2,bad,english
pav bhaji try madi perfect,5,good,kannada
aloo paratha is straight ruined my day,1,bad,english
boiled egg try chesthe perfect ga undi,5,good,telugu
tried gulab jamun regret trash,2,bad,english
scrambled egg khake daab aa gayi feel hoya,5,good,punjabi
uppit try chesthe manchi,5,good,telugu
boiled egg tini tarvata khali waste,2,bad,telugu
tried poori and it was lit,4,good,english
puttu hits different crazy good,5,good,english
bhai sach mein coffee khana hi nahi,1,bad,hindi
yo pulao was straight up absolutely fire,4,good,english
lassi zahar hai yaar,1,bad,punjabi
mess da rasgulla na khao,2,bad,punjabi
yo medu vada was straight up legendary,4,good,english
mess kachori disgusting,1,bad,telugu
mess lo fried rice baga tasty undi,5,good,telugu
mess ka chai khana hi nahi,2,bad,hindi
sheera try cheyakandi disgusting,2,bad,telugu
uppit waste piece guru,2,bad,kannada
jalebi try chesthe baga tasty,5,good,telugu
tried noodles regret zero stars,1,bad,english
bro omelette was dizgusting af,1,bad,english
aloo paratha khake mood kharab ho gayi feel,1,bad,punjabi
halwa try madi nalla aithu,5,good,kannada
full bajji perfect bro,5,good,kannada
halwa bekagilla guru,2,bad,kannada
scrambled egg mood off undi bro,1,bad,telugu
fried rice try madi tasty bandu,5,good,kannada
bro uppit was straight garbage,2,bad,english
chana dal is straight disgusting af,2,bad,english
jalebi eat cheyaleka undi bro,2,bad,telugu
burger hits different bussin,5,good,english
chana dal bilkul ghatiya hai bhai,2,bad,hindi
mess bhajji lowkey zero stars,1,bad,english
vada pav hits different crazy good,4,good,english
pakoda try chesda superb ga undi,4,good,telugu
bhai seriously uppit regret ho reha,1,bad,punjabi
mess bhel puri full ella illa,2,bad,kannada
mess puttu full disgusting aithu,2,bad,kannada
bro noodles superb ga undi,4,good,telugu
yo poori was straight up slaps,5,good,english
bruh poori was trash,2,bad,english
ninna bajji tinte superb ga undi anipinchindi,4,good,telugu
bro boiled egg perfect aithu,4,good,kannada
bhai sach mein soup regret,1,bad,hindi
manchurian tini tarvata feel mast undi,5,good,telugu
bhai sach mein bhel puri khana hi nahi,1,bad,hindi
mess lassi full mood spoil,1,bad,kannada
sheera hits different legendary,5,good,english
jalebi try karo solid taste,5,good,punjabi
seriously aloo paratha disgusting,1,bad,telugu
samosa tini tarvata feel superb ga undi,5,good,telugu
tried pav bhaji regret ruined my day,1,bad,english
yaar fried rice ekdum ekdum perfect si,5,good,punjabi
dhokla try cheyakandi pani pattadu,1,bad,telugu
seriously bro sandwich kemp agide,2,bad,kannada
bro halwa was ruined my day,2,bad,english
pav bhaji skip maadi mood spoil,2,bad,kannada
tried masoor dal regret ruined my day,2,bad,english
bhai sach mein scrambled egg bilkul ghatiya,1,bad,hindi
mess pongal lowkey not it,2,bad,english
seriously bro jalebi mood spoil,1,bad,kannada
tried samosa and it was absolutely fire,5,good,english
bhai puttu kamaal ka,5,good,hindi
mess pongal is legendary,5,good,english
pakoda try cheyakandi pani pattadu,2,bad,telugu
yaar chana dal ekdum zabardast si si,4,good,punjabi
bhai bonda ekdum perfect hai,5,good,punjabi
bro pakoda manchi,5,good,telugu
manchurian mood kharab ho gayi hai yaar,2,bad,punjabi
yaar chai to ekdum bahut tasty,5,good,hindi
tried toor dal and it was no cap good,4,good,english
mess jalebi lowkey trash,2,bad,english
mess ka tadka dal khana hi nahi,3,bad,hindi
seriously bro burger kemp agide,1,bad,kannada
jalebi paisa barbaad hai bhai,2,bad,hindi
yo bhajji was straight up absolutely fire,4,good,english
mess burger taste leka,2,bad,telugu
bro jalebi super aithu aithu,4,good,kannada
yo bajji was straight up absolutely fire,4,good,english
mess puttu mood off,1,bad,telugu
bro vada pav was straight garbage,1,bad,english
tried pongal regret not it,3,bad,english
maggi na khao hai yaar,2,bad,punjabi
bhai sach mein vada pav khana hi nahi,1,bad,hindi
lassi faltu hai yaar,1,bad,punjabi
chana dal mat khao bewakoof banaya hai,1,bad,hindi
mess mein sheera full mast tha,4,good,hindi
toast hits different lit,4,good,english
bhai sach mein poori bilkul ghatiya,1,bad,hindi
gulab jamun eat cheyaleka undi bro,2,bad,telugu
mess scrambled egg lowkey straight garbage,1,bad,english
mess fried rice full dizgusting aithu,2,bad,kannada
manchurian is straight ruined my day,2,bad,english
ninna coffee tinte baga tasty anipinchindi,5,good,telugu
vada pav tinda mele super aithu feel aaithu,5,good,kannada
lassi try madi super aithu,5,good,kannada
tried cutlet regret zero stars,3,bad,english
burger ella illa guru,2,bad,kannada
bro tadka dal manchi,4,good,telugu
mess masoor dal full bekagilla,1,bad,kannada
bhai medu vada daab aa gayi hai,5,good,punjabi
ninna jalebi tinte superb ga undi anipinchindi,4,good,telugu
bhai puttu perfect tha,5,good,hindi
dal fry ulti aa gayi hai bhai,3,bad,hindi
mess lo dhokla baga tasty undi,5,good,telugu
mess da moong dal zahar,1,bad,punjabi
seriously bro maggi bekagilla,2,bad,kannada
full pasta full sakkath bro,4,good,kannada
nah burger is ruined my day,1,bad,english
yaar scrambled egg ekdum solid taste si,5,good,punjabi
masoor dal skip karo regret ho reha hai,3,bad,punjabi
samosa tinda mele tasty bandu feel aaithu,5,good,kannada
mess mein pongal maja aa gaya full tha,5,good,hindi
seriously bro pulao waste piece,1,bad,kannada
bhajji khake regret ho reha feel,1,bad,punjabi
pongal try karo lajawab si,4,good,punjabi
bro appam was straight garbage,1,bad,english
coffee is straight L food,1,bad,english
moong dal try cheyakandi eat cheyaleka,3,bad,telugu
mess alli pizza perfect,5,good,kannada
mess bhel puri is bussin,5,good,english
aloo paratha skip karo zahar hai,2,bad,punjabi
bhai sach mein burger regret,1,bad,hindi
maggi tini tarvata khali waste,2,bad,telugu
bro maggi mast undi,5,good,telugu
bro the medu vada was crazy good,5,good,english
boiled egg khake ekdum perfect feel hoya,5,good,punjabi
chana dal try karo lajawab si,5,good,punjabi
mess alli uppit full sakkath,5,good,kannada
bro vada pav baga tasty,5,good,telugu
boiled egg tini tarvata disgusting,1,bad,telugu
noodles khake bilkul ghatiya feel,3,bad,hindi
nah boiled egg is disgusting af,1,bad,english
mess da fried rice faltu,2,bad,punjabi
ninna kachori tinte perfect ga undi anipinchindi,4,good,telugu
scrambled egg mat khao bewakoof banaya hai,1,bad,hindi
tried toor dal and it was bussin,4,good,english
full pongal tasty bandu bro,5,good,kannada
